Flight time,Location,Aircraft name,Task Type,Sprayed area,Total Amount(L/Kg),Flight duration(min:sec),Crop,Pliot Name,Team Name,Field Name,Serial Number,Starting Battery Level,Ending Battery Level,Battery SN,source_file
2024-02-27 23:02:17-23:03:10,"Dabongdabong, Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.63,2.15,00:52,other,UTPL,default team,,R8141472778,56.0,50.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-27 22:34:57-22:36:00,"Valencia Bypass Road, Dabongdabong, Valencia, Bukidnon, Northern Mindanao, 8709088, Philippines",T40 Drone 2,Spraying,2.39,3.21,01:03,other,UTPL,default team,,R7861157120,72.0,66.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-27 18:12:18-18:14:07,"Kaatuan, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.56,2.49,01:49,other,UTPL,default team,,R7563767665,26.0,13.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-27 16:51:17-16:52:41,"Kaatuan, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.3,4.14,01:23,other,UTPL,default team,,R7443632383,45.0,36.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-27 08:02:32-08:03:44,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.22,4.44,01:12,other,UTPL,default team,,R7243406913,29.0,21.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-27 07:46:52-07:48:56,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.73,8.32,02:03,other,UTPL,default team,,R7143294178,46.0,28.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-26 18:18:47-18:26:03,"Kaatuan, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,6.52,22.18,07:16,other,UTPL,default team,,R2634044258,100.0,41.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-26 07:47:11-07:51:53,"Kaatuan, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.2,25.79,04:42,other,UTPL,default team,,R2253615865,99.0,29.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-25 09:05:15-09:07:37,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.63,8.96,02:22,other,UTPL,default team,,R2053390395,69.0,52.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-25 08:32:46-08:34:53,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.73,2.74,02:06,other,UTPL,default team,,R1933255113,64.0,50.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-25 08:17:10-08:18:50,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.42,5.79,01:40,other,UTPL,default team,,R1873187472,71.0,60.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-25 08:13:34-08:14:26,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.49,1.55,00:52,other,UTPL,default team,,R1813119831,100.0,93.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-24 08:21:36-08:23:43,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.08,12.91,02:06,other,UTPL,default team,,R1392646344,68.0,51.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-24 08:18:41-08:20:02,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.66,6.33,01:21,other,UTPL,default team,,R1312556156,100.0,83.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-24 08:15:17-08:16:06,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.39,0.75,00:48,other,UTPL,default team,,R1252488515,27.0,21.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-24 08:02:38-08:04:14,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.69,4.34,01:36,other,UTPL,default team,,R1072285592,27.0,17.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-24 07:22:18-07:24:22,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.47,3.98,02:04,other,UTPL,default team,,R0832015028,49.0,34.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-24 06:43:53-06:44:46,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.7,1.83,00:52,other,UTPL,default team,,R0431564088,42.0,36.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-23 07:59:12-08:00:53,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.58,1.4,01:41,other,UTPL,default team,,R0251361165,79.0,69.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-23 06:28:00-06:29:24,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.32,4.96,01:24,other,UTPL,default team,,R8126082694,40.0,30.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-21 07:22:16-07:23:21,"Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.44,3.73,01:04,other,UTPL,default team,,R7825744489,40.0,33.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-21 07:15:46-07:18:06,"Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.63,13.11,02:20,other,UTPL,default team,,R7745654301,100.0,73.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-20 17:19:45-17:21:31,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.44,9.14,01:45,other,UTPL,default team,,R7165000438,48.0,37.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-20 15:55:36-15:56:57,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.47,6.82,01:21,other,UTPL,default team,,R6684459310,28.0,19.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-20 07:46:36-07:48:05,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.46,5.02,01:29,other,UTPL,default team,,R6143850541,44.0,35.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-20 07:27:07-07:29:16,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.67,12.9,02:09,other,UTPL,default team,,R5983670165,37.0,20.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-20 07:17:31-07:19:08,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.82,7.92,01:37,other,UTPL,default team,,R5723377054,29.0,17.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-20 07:05:35-07:06:17,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.72,1.34,00:41,other,UTPL,default team,,R5342948661,47.0,41.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-19 08:36:53-08:38:30,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.75,11.22,01:36,other,UTPL,default team,,R4982542815,20.0,6.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-19 08:30:21-08:30:59,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.56,1.68,00:38,other,UTPL,default team,,R4822362439,100.0,91.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-19 07:56:58-07:59:57,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.65,11.99,02:58,other,UTPL,default team,,R4461956593,59.0,37.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-19 07:48:37-07:50:09,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.85,7.32,01:31,other,UTPL,default team,,R4341821311,30.0,18.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-19 06:11:30-06:12:51,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.94,4.02,01:21,other,UTPL,default team,,R4221686029,70.0,61.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-18 07:07:01-07:07:33,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.55,1.63,00:31,other,UTPL,default team,,R4061505653,55.0,48.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-17 08:21:40-08:24:12,"Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,6.55,9.03,02:32,other,UTPL,default team,,R3941370371,81.0,63.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-16 07:30:48-07:31:38,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.29,0.97,00:49,other,UTPL,default team,,R2719995004,28.0,22.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-16 06:47:29-06:48:40,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.01,3.37,01:10,other,UTPL,default team,,R2399634252,30.0,22.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-15 18:26:37-18:28:18,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.44,5.15,01:41,other,UTPL,default team,,R2219431329,51.0,41.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-15 17:43:29-17:45:17,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.93,1.85,01:48,other,UTPL,default team,,R1638777466,74.0,63.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-15 17:03:40-17:04:58,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.27,2.86,01:17,other,UTPL,default team,,R0857898133,41.0,33.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-15 06:25:08-06:26:23,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.06,4.96,01:15,other,UTPL,default team,,R0016951159,86.0,78.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-14 18:07:47-18:09:17,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.56,5.44,01:29,other,UTPL,default team,,R2255804754,76.0,66.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-14 18:04:58-18:06:00,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.51,4.67,01:02,other,UTPL,default team,,R2175714566,100.0,90.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-14 17:15:50-17:17:50,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.89,4.17,01:59,other,UTPL,default team,,R1555015609,66.0,50.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-13 07:56:18-07:58:01,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.8,4.33,01:42,other,UTPL,default team,,R0754113729,33.0,21.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-13 07:23:34-07:24:23,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.14,1.49,00:49,other,UTPL,default team,,R0633978447,26.0,20.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-12 18:06:54-18:08:15,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.79,1.57,01:21,other,UTPL,default team,,R8468654882,38.0,30.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-12 18:05:03-18:05:28,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.64,1.66,00:25,other,UTPL,default team,,R8308474506,51.0,48.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-12 18:02:14-18:02:36,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.56,1.05,00:22,other,UTPL,default team,,R8088226489,75.0,71.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-12 17:44:38-17:46:28,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.6,4.42,01:49,other,UTPL,default team,,R7807910831,72.0,61.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-12 17:03:42-17:05:16,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.44,5.09,01:33,other,UTPL,default team,,R7327369703,43.0,33.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-12 17:02:08-17:02:41,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.17,0.63,00:32,other,UTPL,default team,,R7207234421,54.0,50.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 07:47:34-07:49:00,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.35,8.56,01:26,other,UTPL,default team,,R3911240144,25.0,15.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 07:40:30-07:41:14,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.79,1.72,00:44,other,UTPL,default team,,R3590879392,99.0,91.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 07:25:24-07:27:03,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.69,8.07,01:38,other,UTPL,default team,,R3450721563,32.0,20.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 07:18:43-07:19:26,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.64,3.41,00:43,other,UTPL,default team,,R3270518640,100.0,91.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 07:15:35-07:16:43,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.1,2.74,01:07,other,UTPL,default team,,R3130360811,49.0,41.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 06:45:09-06:48:10,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.79,10.46,03:01,other,UTPL,default team,,R2549706948,56.0,33.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 06:35:51-06:38:06,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.82,8.27,02:15,other,UTPL,default team,,R2209323649,42.0,25.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-10 06:15:01-06:18:39,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.7,17.87,03:38,other,UTPL,default team,,R1868940350,53.0,16.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-09 07:41:35-07:43:14,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.38,2.39,01:38,other,UTPL,default team,,R1748805068,64.0,53.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-09 07:21:50-07:23:45,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.8,6.18,01:54,other,UTPL,default team,,R1348354128,57.0,44.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-08 08:29:29-08:31:20,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.71,8.55,01:51,other,UTPL,default team,,R0887835547,78.0,66.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-08 07:46:06-07:47:17,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.35,3.75,01:10,other,UTPL,default team,,R0627542436,69.0,62.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-08 06:28:15-06:29:30,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.83,7.3,01:14,other,UTPL,default team,,R7901587555,21.0,11.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-07 08:28:49-08:31:28,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.33,13.18,02:38,other,UTPL,default team,,R7581226803,79.0,60.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-07 08:01:47-08:02:54,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.95,2.99,01:06,other,UTPL,default team,,R7260866051,46.0,39.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-07 06:41:49-06:43:40,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.1,5.64,01:51,other,UTPL,default team,,R6760302376,29.0,16.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-07 06:34:48-06:37:05,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.2,6.12,02:17,other,UTPL,default team,,R6700234735,99.0,73.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-06 16:42:34-16:44:04,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.62,8.0,01:30,other,UTPL,default team,,R6560076906,23.0,12.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-06 15:55:29-15:56:44,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.2,3.48,01:14,other,UTPL,default team,,R6099558325,67.0,60.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-06 07:47:40-07:49:19,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.55,6.42,01:39,other,UTPL,default team,,R5759175026,30.0,18.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-06 07:03:00-07:04:40,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.31,6.03,01:39,other,UTPL,default team,,R4998318240,36.0,24.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-06 06:43:11-06:44:57,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.74,5.34,01:45,other,UTPL,default team,,R4697980035,46.0,34.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-06 06:34:20-06:35:35,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.18,3.42,01:14,other,UTPL,default team,,R4337574189,21.0,13.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-05 17:38:12-17:39:02,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.12,1.21,00:50,other,UTPL,default team,,R3576717403,100.0,92.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-05 16:50:50-16:53:07,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.61,6.56,02:17,other,UTPL,default team,,R3116198822,45.0,28.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-05 16:18:11-16:19:31,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.63,1.86,01:20,other,UTPL,default team,,R2835883164,47.0,34.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-05 15:37:16-15:38:27,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.27,1.99,01:10,other,UTPL,default team,,R2515522412,51.0,44.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-05 07:51:49-07:54:00,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.72,9.35,02:10,other,UTPL,default team,,R2375364583,84.0,69.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-02 15:40:28-15:41:45,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.25,3.46,01:17,other,UTPL,default team,,R5601598910,87.0,79.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-02 15:15:36-15:17:00,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.23,6.75,01:24,other,UTPL,default team,,R5121057782,14.0,5.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-01 08:21:24-08:24:04,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.66,18.35,02:40,other,UTPL,default team,,R4660539201,100.0,76.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-01 08:08:59-08:11:25,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.34,8.13,02:25,other,UTPL,default team,,R4580449013,60.0,40.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-01 07:38:05-07:39:13,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.72,3.28,01:08,other,UTPL,default team,,R3919704962,43.0,35.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-01 07:20:01-07:21:28,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.43,8.83,01:26,other,UTPL,default team,,R3639389304,19.0,8.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-02-01 07:09:25-07:10:33,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.44,0.67,01:07,other,UTPL,default team,,R3258960911,32.0,22.0,,MKAVI1 T40 RPU028B_FEB_2024_ManualMode__flight_record.csv
2024-08-31 01:06:52-01:07:59,"Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.33,3.87,01:07,other,UTPL,default team,,R7243789804,41.0,33.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-31 00:39:25-00:40:27,"Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.18,2.29,01:01,other,UTPL,default team,,R6843338864,29.0,22.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-31 00:20:36-00:21:32,"Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.18,1.31,00:56,other,UTPL,default team,,R6362797736,24.0,18.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 23:41:54-23:42:55,"Dabongdabong, Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.81,1.49,01:00,other,UTPL,default team,,R5982369343,25.0,18.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 23:23:01-23:24:26,"San Carlos, Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.28,4.59,01:25,other,UTPL,default team,,R5662008591,42.0,32.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 23:14:55-23:15:48,"San Carlos, Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.01,0.61,00:52,other,UTPL,default team,,R5241535104,20.0,12.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 22:57:23-22:58:37,"Valencia, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.27,4.11,01:13,other,UTPL,default team,,R4961219446,23.0,15.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 07:56:22-07:59:32,"Kaatuan, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.73,8.78,03:09,other,UTPL,default team,,R2625414811,54.0,29.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 07:31:13-07:33:16,"Kaatuan, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.65,6.62,02:03,other,UTPL,default team,,R2505279529,45.0,30.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
2024-08-30 07:14:28-07:16:53,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.67,9.09,02:24,other,UTPL,default team,,R2465234435,42.0,18.0,,MKAVI1 T40 RPU028B_AUG_2024_ManualMode__flight_record.csv
