Flight time,Location,Aircraft name,Task Type,Sprayed area,Total Amount(L/Kg),Flight duration(min:sec),Crop,Pliot Name,Team Name,Field Name,Serial Number,Starting Battery Level,Ending Battery Level,Battery SN,source_file
2024-01-03 07:07:10-07:13:58,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.19,9.83,6:48,other,UTPL,default team,,R1296620062,99,17,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 07:16:20-07:23:57,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,15.45,20.68,7:37,other,UTPL,default team,,R1356687703,100,10,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 07:26:09-07:35:31,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,22.81,30.52,9:22,other,UTPL,default team,,R1436777891,100,10,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 07:38:44-07:47:44,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,22.65,30.25,9:00,other,UTPL,default team,,R1496845532,100,21,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 07:55:07-07:58:48,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.13,9.62,3:41,other,UTPL,default team,,R1657025908,100,58,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 07:58:48-08:03:26,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,9.46,12.63,4:38,other,UTPL,default team,,R1697071002,58,15,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 08:06:37-08:11:45,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.48,9.57,5:08,other,UTPL,default team,,R1737116096,100,66,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 08:43:51-08:51:29,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,16.82,23.22,7:38,other,UTPL,default team,,R1837228831,99,21,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 08:53:21-09:01:25,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,22.9,31.26,8:04,other,UTPL,default team,,R1917319019,100,30,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 09:05:15-09:13:40,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,24.34,33.22,8:25,other,UTPL,default team,,R1997409207,100,24,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 09:15:51-09:24:33,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,24.73,33.7,8:42,other,UTPL,default team,,R2137567036,100,25,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 09:26:45-09:35:41,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,23.54,32.07,8:56,other,UTPL,default team,,R2177612130,100,21,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 09:38:06-09:47:19,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,24.61,33.56,9:13,other,UTPL,default team,,R2277724865,100,18,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 09:49:30-09:57:15,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,19.09,26.05,7:45,other,UTPL,default team,,R2377837600,100,38,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 09:59:04-10:06:33,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,15.21,20.75,7:29,other,UTPL,default team,,R2437905241,100,41,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 10:11:39-10:20:13,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,22.51,30.26,8:34,other,UTPL,default team,,R2598085617,99,21,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 10:22:32-10:30:52,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,22.26,29.96,8:20,other,UTPL,default team,,R2678175805,100,31,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 10:33:22-10:42:09,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,23.4,31.48,8:47,other,UTPL,default team,,R2798311087,100,23,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 10:44:13-10:53:28,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,24.23,32.46,9:15,other,UTPL,default team,,R2878401275,100,19,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 11:05:18-11:14:16,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,22.72,30.49,8:58,other,UTPL,default team,,R2958491463,100,21,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-03 11:34:53-11:44:47,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,24.65,29.47,9:54,other,UTPL,default team,,R3038581651,99,8,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 06:28:59-06:33:27,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,8.78,11.85,4:28,other,UTPL,default team,,R3098649292,99,53,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 06:33:27-06:36:45,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.41,7.35,3:18,other,UTPL,default team,,R3158716933,53,25,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 06:42:25-06:46:27,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.93,8.01,4:02,other,UTPL,default team,,R3278852215,99,58,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 06:46:28-06:50:07,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,10.65,14.27,3:39,other,UTPL,default team,,R3338919856,58,28,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:05:12-07:10:09,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,10.73,14.41,4:57,other,UTPL,default team,,R3378964950,99,42,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:10:09-07:14:39,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,12.28,16.48,4:29,other,UTPL,default team,,R3439032591,42,7,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:17:21-07:22:33,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,10.01,13.5,5:12,other,UTPL,default team,,R3559167873,100,48,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:22:33-07:25:42,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,10.36,13.91,3:08,other,UTPL,default team,,R3639258061,48,25,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:45:07-07:50:56,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,10.82,14.56,5:49,other,UTPL,default team,,R3819460984,99,39,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:50:56-07:53:12,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.76,5,2:15,other,UTPL,default team,,R3879528625,39,18,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:55:04-07:59:22,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.81,10.52,4:18,other,UTPL,default team,,R3999663907,100,49,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 07:59:22-08:03:34,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.6,10.21,4:12,other,UTPL,default team,,R4079754095,49,6,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 08:07:59-08:12:58,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,6.62,8.92,4:59,other,UTPL,default team,,R4179866830,99,36,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 08:12:58-08:14:55,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.07,2.76,1:56,other,UTPL,default team,,R4239934471,36,13,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 08:17:02-08:21:10,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.66,7.67,4:08,other,UTPL,default team,,R4340047206,100,55,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 08:21:10-08:25:04,"Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.88,15.73,3:53,other,UTPL,default team,,R4380092300,55,22,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 16:22:38-16:25:45,"Baclayon Elementary School, Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.07,4.22,3:07,other,UTPL,default team,,R4620362864,99,63,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 16:25:45-16:28:10,"Baclayon Elementary School, Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.83,5.23,2:24,other,UTPL,default team,,R4660407958,63,37,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 16:32:53-16:38:11,"Baclayon Elementary School, Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,6.04,8.14,5:18,other,UTPL,default team,,R4760520693,99,38,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 16:38:11-16:40:47,"Baclayon Elementary School, Baclayon, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.42,4.65,2:36,other,UTPL,default team,,R4820588334,38,9,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 16:53:19-17:00:44,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,17.21,23.14,7:25,other,UTPL,default team,,R4920701069,99,17,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:03:02-17:07:29,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.98,6.83,4:27,other,UTPL,default team,,R5040836351,98,61,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:07:29-17:09:20,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.25,4.35,1:50,other,UTPL,default team,,R5100903992,61,46,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:09:20-17:11:39,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.84,5.02,2:18,other,UTPL,default team,,R5180994180,46,29,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:11:39-17:12:03,"Aglayan - Alanib - Ticalaan Road, Purok 1, Babahagon, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.21,0.32,0:23,other,UTPL,default team,,R5241061821,29,26,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:46:38-17:52:01,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,9.42,12.71,5:23,other,UTPL,default team,,R5461309838,99,38,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:52:01-17:54:07,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.38,4.5,2:06,other,UTPL,default team,,R5541400026,38,17,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:56:04-17:59:19,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.46,6.09,3:15,other,UTPL,default team,,R5641512761,100,60,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 17:59:19-18:02:39,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,6.53,8.83,3:19,other,UTPL,default team,,R5721602949,60,24,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:02:39-18:04:08,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.35,1.79,1:28,other,UTPL,default team,,R5761648043,24,8,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:05:22-18:08:48,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.01,6.84,3:26,other,UTPL,default team,,R5901805872,100,71,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:08:48-18:11:50,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.57,7.79,3:02,other,UTPL,default team,,R5961873513,71,49,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:24:33-18:27:14,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.19,4.4,2:41,other,UTPL,default team,,R6021941154,99,69,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:27:14-18:28:46,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.66,4.61,1:31,other,UTPL,default team,,R6122053889,69,52,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:28:46-18:30:22,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.02,6.17,1:35,other,UTPL,default team,,R6142076436,52,36,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-04 18:30:22-18:31:10,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.56,5.42,0:47,other,UTPL,default team,,R6182121530,36,28,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:12:12-07:14:53,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.16,7,2:41,other,UTPL,default team,,R3124360001,99,67,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:16:07-07:17:11,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.84,2.64,1:03,other,UTPL,default team,,R3424698206,52,40,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:35:26-07:37:47,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.16,5.7,2:21,other,UTPL,default team,,R3664968770,99,76,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:37:47-07:39:13,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.18,3.07,1:25,other,UTPL,default team,,R3825149146,76,63,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:39:13-07:41:03,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.11,2.98,1:49,other,UTPL,default team,,R3885216787,63,45,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:41:03-07:42:31,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.58,2.26,1:27,other,UTPL,default team,,R4005352069,45,31,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 07:42:31-07:44:29,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.63,11.82,1:58,other,UTPL,default team,,R4085442257,31,16,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:14:42-08:18:21,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,8.43,13.86,3:39,other,UTPL,default team,,R4385780462,90,51,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:18:21-08:19:31,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.72,3.81,1:09,other,UTPL,default team,,R4485893197,51,39,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:31:20-08:35:04,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,8.52,11.46,3:44,other,UTPL,default team,,R4746186308,99,60,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:35:04-08:38:10,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,7.98,10.76,3:05,other,UTPL,default team,,R4866321590,60,35,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:38:10-08:41:05,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.67,7.65,2:54,other,UTPL,default team,,R4946411778,35,16,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:44:56-08:47:19,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.39,1.87,2:23,other,UTPL,default team,,R5126614701,100,75,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:47:19-08:49:57,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.49,7.41,2:37,other,UTPL,default team,,R5206704889,75,50,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 08:49:57-08:52:57,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.75,16.01,2:59,other,UTPL,default team,,R5246749983,50,26,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:11:06-16:13:57,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.12,1.63,2:51,other,UTPL,default team,,R5466998000,98,63,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:13:58-16:15:47,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.56,1.23,1:49,other,UTPL,default team,,R5587133282,63,37,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:15:48-16:17:08,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.36,0.6,1:20,other,UTPL,default team,,R5667223470,37,17,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:17:09-16:18:32,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.63,1.41,1:23,other,UTPL,default team,,R5767336205,17,0,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:40:11-16:42:37,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.97,2.71,2:26,other,UTPL,default team,,R6007606769,99,74,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:42:37-16:44:31,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.02,4.11,1:53,other,UTPL,default team,,R6087696957,74,53,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:44:31-16:46:01,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.89,6.63,1:29,other,UTPL,default team,,R6187809692,53,39,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:46:01-16:47:52,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.71,5.05,1:50,other,UTPL,default team,,R6227854786,39,22,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-05 16:47:52-16:49:03,"Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.62,4.95,1:10,other,UTPL,default team,,R6347990068,22,13,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 06:58:21-07:00:56,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.99,2.78,2:35,other,UTPL,default team,,R0890591484,98,74,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:00:56-07:02:24,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.13,2.97,1:27,other,UTPL,default team,,R0910614031,74,60,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:02:24-07:03:43,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.51,2.14,1:18,other,UTPL,default team,,R0930636578,60,49,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:03:43-07:04:58,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.28,1.84,1:14,other,UTPL,default team,,R0950659125,49,38,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:04:58-07:05:24,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,0.52,0.8,0:25,other,UTPL,default team,,R0990704219,38,35,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:32:15-07:34:44,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.01,5.5,2:29,other,UTPL,default team,,R1070794407,100,73,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:34:44-07:37:14,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.03,6.78,2:29,other,UTPL,default team,,R1090816954,73,48,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:37:14-07:39:07,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,3.73,5.12,1:52,other,UTPL,default team,,R1110839501,48,33,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:39:07-07:40:40,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.94,7.58,1:32,other,UTPL,default team,,R1130862048,33,21,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:56:46-07:58:42,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.19,1.7,1:56,other,UTPL,default team,,R1170907142,99,81,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 07:58:42-08:00:28,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,2.01,2.8,1:45,other,UTPL,default team,,R1190929689,81,65,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 08:00:28-08:01:33,"Songco, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,1.54,2.17,1:04,other,UTPL,default team,,R1210952236,65,55,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 08:15:16-08:18:00,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.78,7.82,2:44,other,UTPL,default team,,R1250997330,100,70,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 08:18:00-08:20:34,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,5.7,9.9,2:33,other,UTPL,default team,,R1271019877,70,45,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-06 08:20:34-08:22:02,"Alanib, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,4.83,13.23,1:27,other,UTPL,default team,,R1291042424,45,33,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-08 06:31:21-06:39:46,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,21.75,29.26,8:25,other,UTPL,default team,,R1331087518,99,22,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
2024-01-08 06:46:22-06:55:35,"Valencia-Lantapan Road, Purok 1, Balila, Lantapan, Bukidnon, Northern Mindanao, Philippines",T40 Drone 2,Spraying,24.28,32.66,9:13,other,UTPL,default team,,R1351110065,100,16,,MKAVI1 T40 RPU028B_JAN_2024_Automode__flight_record.csv
