latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
7.838313,125.14066,313.0,28800,Asia/Singapore,GMT+8

time,temperature_2m (°C),wind_speed_10m (km/h),wind_direction_10m (°),relative_humidity_2m (%),precipitation (mm)
2024-02-24T17:00,28.2,14.8,64,70,0.00
2024-02-24T18:00,26.6,12.1,63,75,0.00
2024-02-24T19:00,25.7,8.5,54,80,0.00
2024-02-24T20:00,25.3,5.9,52,83,0.00
2024-02-24T21:00,25.6,5.6,40,81,0.00
2024-02-24T22:00,25.2,8.0,36,83,0.00
2024-02-24T23:00,24.8,9.3,36,83,0.00
2024-02-25T00:00,23.9,8.8,35,85,0.00
2024-02-25T01:00,23.6,10.4,34,84,0.00
2024-02-25T02:00,23.0,10.0,30,86,0.00
2024-02-25T03:00,22.1,8.7,42,90,0.00
2024-02-25T04:00,21.5,9.4,47,93,0.00
2024-02-25T05:00,21.0,9.2,48,94,0.00
2024-02-25T06:00,21.2,9.2,51,94,0.00
2024-02-25T07:00,23.1,9.7,42,88,0.00
2024-02-25T08:00,25.1,11.8,23,81,0.00
2024-02-25T09:00,26.4,12.4,26,77,0.30
2024-02-25T10:00,27.9,14.0,35,69,0.30
2024-02-25T11:00,29.0,14.6,38,63,0.00
2024-02-25T12:00,29.9,15.9,38,59,0.00
2024-02-25T13:00,30.1,18.6,47,58,0.10
2024-02-25T14:00,29.7,17.3,47,63,0.10
2024-02-25T15:00,29.6,17.8,42,62,0.00
2024-02-25T16:00,28.7,17.4,50,66,0.00
2024-02-25T17:00,27.4,14.8,47,73,0.00
2024-02-25T18:00,25.9,15.0,46,76,0.00
2024-02-25T19:00,25.3,14.8,47,80,0.00
2024-02-25T20:00,24.9,14.3,45,81,0.00
2024-02-25T21:00,25.1,13.8,47,80,0.00
2024-02-25T22:00,24.7,12.7,47,82,0.00
2024-02-25T23:00,24.5,14.5,48,83,0.00
2024-02-26T00:00,24.1,13.3,52,82,0.00
2024-02-26T01:00,23.7,11.8,50,82,0.00
2024-02-26T02:00,23.0,10.5,49,83,0.00
2024-02-26T03:00,22.8,11.5,49,84,0.00
2024-02-26T04:00,22.6,12.0,49,85,0.00
2024-02-26T05:00,22.2,10.7,45,85,0.00
2024-02-26T06:00,21.8,12.0,44,86,0.00
2024-02-26T07:00,23.3,13.8,33,82,0.00
2024-02-26T08:00,24.7,16.5,32,76,0.00
2024-02-26T09:00,26.4,16.4,29,66,0.00
2024-02-26T10:00,27.9,17.4,40,64,0.00
2024-02-26T11:00,29.1,21.4,48,58,0.00
2024-02-26T12:00,29.4,20.4,49,60,0.00
2024-02-26T13:00,29.8,19.5,51,59,0.00
2024-02-26T14:00,29.3,21.0,59,63,0.00
2024-02-26T15:00,28.7,22.2,54,66,0.00
2024-02-26T16:00,27.7,22.2,54,70,0.00
2024-02-26T17:00,26.8,19.1,54,73,0.00
2024-02-26T18:00,25.8,15.6,56,75,0.00
2024-02-26T19:00,25.1,16.4,57,78,0.00
2024-02-26T20:00,24.9,17.6,55,79,0.00
2024-02-26T21:00,25.2,16.3,55,77,0.00
2024-02-26T22:00,25.0,17.1,51,78,0.00
2024-02-26T23:00,24.7,16.4,52,80,0.00
2024-02-27T00:00,24.3,14.7,54,81,0.00
2024-02-27T01:00,24.3,14.5,55,80,0.00
2024-02-27T02:00,24.2,13.3,52,80,0.00
2024-02-27T03:00,23.9,14.1,52,81,0.20
2024-02-27T04:00,23.9,14.6,52,82,1.30
2024-02-27T05:00,23.8,15.6,52,82,0.50
2024-02-27T06:00,23.7,16.5,54,83,1.00
2024-02-27T07:00,24.1,17.6,49,82,0.00
2024-02-27T08:00,25.0,19.1,49,78,0.00
2024-02-27T09:00,26.2,23.6,39,70,0.00
2024-02-27T10:00,27.0,23.9,44,67,0.10
2024-02-27T11:00,27.7,25.0,40,64,0.10
2024-02-27T12:00,29.1,25.6,38,59,0.00
2024-02-27T13:00,28.4,23.4,45,64,0.00
2024-02-27T14:00,29.3,25.8,40,61,0.00
2024-02-27T15:00,28.5,26.2,43,63,0.00
2024-02-27T16:00,27.8,25.0,50,65,0.00
2024-02-27T17:00,27.0,21.7,48,68,0.00
2024-02-27T18:00,26.0,20.4,45,68,0.00
2024-02-27T19:00,25.2,21.1,46,71,0.00
2024-02-27T20:00,24.5,21.2,50,76,0.00
2024-02-27T21:00,24.3,19.0,57,74,0.00
2024-02-27T22:00,24.0,18.1,55,73,0.00
2024-02-27T23:00,23.9,18.9,51,72,0.00
2024-02-28T00:00,23.6,20.4,49,73,0.00
2024-02-28T01:00,23.2,19.9,46,76,0.00
2024-02-28T02:00,23.0,19.1,47,77,0.00
2024-02-28T03:00,22.8,17.1,51,78,0.00
2024-02-28T04:00,22.6,16.1,50,80,0.00
2024-02-28T05:00,22.7,15.5,46,80,0.00
2024-02-28T06:00,22.7,17.1,46,81,0.00
2024-02-28T07:00,23.8,19.9,45,79,0.00
2024-02-28T08:00,25.2,19.9,46,75,0.00
2024-02-28T09:00,26.1,22.7,46,71,0.00
2024-02-28T10:00,26.9,24.0,43,67,0.00
2024-02-28T11:00,26.9,23.2,44,68,0.00
2024-02-28T12:00,27.0,24.2,43,68,0.00
2024-02-28T13:00,27.3,23.2,46,68,0.00
2024-02-28T14:00,27.2,21.2,50,69,0.00
2024-02-28T15:00,26.1,19.2,64,75,0.50
2024-02-28T16:00,25.3,19.1,58,79,0.80
2024-02-28T17:00,24.4,17.9,52,85,0.90
2024-02-28T18:00,23.9,17.4,50,85,0.50
2024-02-28T19:00,23.9,19.6,46,85,0.00
2024-02-28T20:00,23.8,18.6,41,87,0.00
2024-02-28T21:00,24.2,19.9,49,80,0.00
2024-02-28T22:00,23.8,18.4,42,82,0.00
2024-02-28T23:00,23.6,17.7,33,84,0.10
2024-02-29T00:00,23.5,18.9,39,85,0.00
2024-02-29T01:00,23.4,19.3,37,84,0.00
2024-02-29T02:00,23.4,17.7,33,85,0.00
2024-02-29T03:00,23.1,16.9,29,87,0.10
2024-02-29T04:00,23.2,15.3,27,87,0.00
2024-02-29T05:00,23.2,15.6,26,88,0.10
2024-02-29T06:00,23.3,16.4,26,88,0.10
2024-02-29T07:00,24.0,17.7,29,87,0.00
2024-02-29T08:00,24.9,18.9,35,85,0.00
2024-02-29T09:00,25.1,15.9,25,86,0.70
2024-02-29T10:00,25.1,16.0,23,88,0.50
2024-02-29T11:00,25.7,17.3,31,85,0.20
2024-02-29T12:00,27.5,21.0,38,77,0.20
2024-02-29T13:00,28.1,20.0,51,75,0.40
2024-02-29T14:00,28.0,21.6,46,74,0.20
2024-02-29T15:00,27.7,16.8,42,77,0.10
2024-02-29T16:00,26.5,18.1,49,79,0.30
2024-02-29T17:00,26.1,17.3,36,82,0.10
2024-02-29T18:00,25.3,16.3,31,83,0.20
2024-02-29T19:00,24.9,15.9,28,86,0.10
2024-02-29T20:00,24.7,15.5,25,87,0.10
2024-02-29T21:00,24.5,15.5,28,90,0.10
2024-02-29T22:00,24.4,15.5,25,89,0.10
2024-02-29T23:00,24.0,14.3,18,91,0.00
2024-03-01T00:00,23.9,14.2,21,92,0.00
2024-03-01T01:00,23.7,15.0,21,92,0.00
2024-03-01T02:00,23.7,14.1,13,92,0.00
2024-03-01T03:00,23.5,13.5,16,93,0.00
2024-03-01T04:00,23.3,13.0,14,94,0.00
2024-03-01T05:00,23.2,11.9,14,94,0.00
2024-03-01T06:00,23.2,10.7,12,94,0.00
2024-03-01T07:00,24.3,14.3,18,90,0.10
2024-03-01T08:00,24.9,15.6,23,87,0.00
2024-03-01T09:00,26.6,19.4,43,78,0.10
2024-03-01T10:00,28.0,18.3,45,71,0.00
2024-03-01T11:00,29.0,17.8,45,68,0.00
2024-03-01T12:00,29.2,17.8,42,67,0.10
2024-03-01T13:00,29.5,18.1,41,66,0.10
2024-03-01T14:00,29.3,18.3,45,67,0.00
2024-03-01T15:00,29.6,18.6,49,66,0.00
2024-03-01T16:00,28.5,19.8,57,69,0.00
2024-03-01T17:00,27.5,17.5,53,72,0.00
2024-03-01T18:00,26.3,15.3,49,75,0.00
2024-03-01T19:00,25.5,13.2,45,79,0.00
2024-03-01T20:00,25.0,11.6,30,80,0.00
2024-03-01T21:00,25.0,11.9,29,80,0.00
2024-03-01T22:00,24.5,12.9,30,81,0.00
2024-03-01T23:00,23.8,12.8,32,83,0.00
2024-03-02T00:00,23.4,11.3,31,84,0.00
2024-03-02T01:00,23.1,11.3,31,86,0.00
2024-03-02T02:00,23.0,12.4,30,87,0.00
2024-03-02T03:00,22.8,12.7,29,88,0.00
2024-03-02T04:00,22.5,12.3,32,90,0.00
2024-03-02T05:00,22.0,12.6,31,93,0.00
2024-03-02T06:00,21.8,12.3,32,94,0.00
2024-03-02T07:00,23.5,14.3,34,84,0.00
2024-03-02T08:00,25.2,16.3,28,78,0.00
2024-03-02T09:00,27.0,19.2,38,70,0.00
2024-03-02T10:00,29.0,19.1,41,60,0.00
2024-03-02T11:00,30.0,17.8,43,56,0.00
2024-03-02T12:00,30.7,17.4,50,54,0.00
2024-03-02T13:00,30.3,19.0,63,58,0.00
2024-03-02T14:00,30.1,19.0,65,58,0.00
2024-03-02T15:00,30.2,17.4,60,59,0.00
2024-03-02T16:00,29.5,15.9,62,62,0.00
2024-03-02T17:00,28.0,12.7,61,69,0.00
2024-03-02T18:00,26.3,9.4,58,75,0.00
2024-03-02T19:00,25.4,8.2,49,79,0.00
2024-03-02T20:00,24.7,8.4,31,83,0.00
2024-03-02T21:00,24.8,9.0,29,82,0.00
2024-03-02T22:00,24.6,10.0,26,83,0.00
2024-03-02T23:00,24.4,9.4,23,83,0.00
2024-03-03T00:00,24.2,9.0,23,82,0.00
2024-03-03T01:00,23.0,7.9,30,86,0.00
2024-03-03T02:00,22.1,7.5,35,90,0.00
2024-03-03T03:00,21.4,8.2,41,93,0.00
2024-03-03T04:00,20.9,10.0,52,95,0.00
2024-03-03T05:00,20.6,10.6,55,95,0.00
2024-03-03T06:00,20.4,10.7,50,96,0.00
2024-03-03T07:00,22.1,10.8,37,91,0.00
2024-03-03T08:00,24.5,13.0,19,80,0.00
2024-03-03T09:00,26.2,16.5,32,70,0.00
2024-03-03T10:00,27.9,16.6,34,62,0.00
2024-03-03T11:00,28.8,15.3,39,58,0.00
2024-03-03T12:00,29.7,14.8,39,54,0.00
2024-03-03T13:00,30.2,15.0,44,51,0.00
2024-03-03T14:00,30.4,15.6,52,50,0.00
2024-03-03T15:00,30.2,15.5,54,50,0.00
2024-03-03T16:00,29.5,14.5,55,51,0.00
2024-03-03T17:00,28.2,10.7,50,59,0.00
2024-03-03T18:00,26.4,10.8,53,65,0.00
2024-03-03T19:00,25.0,12.2,56,73,0.00
2024-03-03T20:00,24.2,12.8,50,79,0.00
2024-03-03T21:00,24.0,12.7,43,83,0.00
2024-03-03T22:00,23.8,13.8,39,83,0.00
2024-03-03T23:00,22.8,11.9,29,87,0.00
2024-03-04T00:00,22.2,11.8,31,92,0.00
2024-03-04T01:00,21.7,11.2,33,96,0.00
2024-03-04T02:00,21.4,11.9,35,96,0.00
2024-03-04T03:00,21.4,12.3,38,95,0.00
2024-03-04T04:00,21.2,11.7,43,95,0.00
2024-03-04T05:00,20.6,11.5,46,98,0.00
2024-03-04T06:00,20.4,11.6,54,97,0.00
2024-03-04T07:00,22.1,10.7,45,90,0.00
2024-03-04T08:00,24.7,13.4,20,81,0.00
2024-03-04T09:00,26.8,16.0,31,73,0.00
2024-03-04T10:00,28.0,15.3,41,68,0.00
2024-03-04T11:00,28.6,15.0,44,65,0.00
2024-03-04T12:00,29.5,14.0,44,61,0.00
2024-03-04T13:00,30.0,14.3,51,59,0.00
2024-03-04T14:00,30.1,13.7,55,59,0.00
2024-03-04T15:00,29.7,14.1,58,61,0.00
2024-03-04T16:00,29.1,16.0,59,63,0.00
2024-03-04T17:00,27.5,15.4,53,69,0.00
2024-03-04T18:00,26.3,13.2,47,72,0.00
2024-03-04T19:00,25.9,16.1,50,72,0.00
2024-03-04T20:00,24.9,15.3,43,76,0.00
2024-03-04T21:00,25.1,14.5,42,75,0.00
2024-03-04T22:00,24.7,13.4,36,77,0.00
2024-03-04T23:00,24.1,13.0,34,79,0.00
2024-03-05T00:00,23.3,11.7,34,82,0.00
2024-03-05T01:00,22.8,10.8,37,85,0.00
2024-03-05T02:00,22.2,10.0,52,88,0.00
2024-03-05T03:00,21.8,9.7,59,90,0.00
2024-03-05T04:00,21.6,9.5,53,91,0.00
2024-03-05T05:00,21.4,9.5,53,91,0.00
2024-03-05T06:00,21.3,10.1,55,91,0.00
2024-03-05T07:00,23.6,10.4,44,84,0.00
2024-03-05T08:00,26.0,11.8,31,74,0.00
2024-03-05T09:00,27.6,14.5,35,69,0.00
2024-03-05T10:00,29.7,15.8,47,59,0.00
2024-03-05T11:00,30.2,15.1,50,58,0.00
2024-03-05T12:00,29.6,14.5,48,64,0.00
2024-03-05T13:00,30.4,14.3,51,62,0.00
2024-03-05T14:00,31.0,13.7,55,60,0.20
2024-03-05T15:00,30.9,14.2,54,61,0.20
2024-03-05T16:00,29.8,15.9,57,65,0.00
2024-03-05T17:00,28.5,14.6,57,70,0.00
2024-03-05T18:00,27.1,11.8,40,76,0.00
2024-03-05T19:00,26.1,11.9,29,81,0.00
2024-03-05T20:00,25.6,12.2,28,83,0.00
2024-03-05T21:00,25.9,11.4,35,82,0.00
2024-03-05T22:00,25.6,10.6,24,83,0.00
2024-03-05T23:00,25.1,10.6,28,85,0.00
2024-03-06T00:00,24.8,9.4,32,86,0.00
2024-03-06T01:00,23.9,9.5,37,90,0.00
2024-03-06T02:00,23.6,9.4,43,91,0.00
2024-03-06T03:00,23.3,9.2,48,92,0.00
2024-03-06T04:00,22.9,9.9,57,93,0.00
2024-03-06T05:00,22.5,9.2,64,94,0.00
2024-03-06T06:00,22.0,10.1,63,96,0.00
2024-03-06T07:00,23.7,9.9,44,90,0.00
2024-03-06T08:00,26.0,10.1,27,81,0.00
2024-03-06T09:00,28.3,12.0,33,70,0.00
2024-03-06T10:00,30.4,13.5,46,60,0.00
2024-03-06T11:00,30.5,14.0,44,59,0.00
2024-03-06T12:00,31.0,12.5,41,60,0.20
2024-03-06T13:00,31.8,12.0,44,58,0.00
2024-03-06T14:00,31.7,12.4,54,59,0.10
2024-03-06T15:00,32.0,15.3,60,57,0.00
2024-03-06T16:00,30.9,15.9,57,61,0.00
2024-03-06T17:00,29.4,15.0,48,67,0.00
2024-03-06T18:00,28.1,12.5,51,71,0.00
2024-03-06T19:00,26.9,10.9,56,76,0.00
2024-03-06T20:00,25.8,8.7,38,82,0.00
2024-03-06T21:00,25.9,8.8,19,83,0.00
2024-03-06T22:00,25.2,8.1,21,86,0.00
2024-03-06T23:00,24.4,7.8,34,88,0.00
2024-03-07T00:00,23.8,8.9,47,90,0.00
2024-03-07T01:00,23.0,9.0,61,92,0.00
2024-03-07T02:00,22.5,9.3,54,94,0.00
2024-03-07T03:00,22.1,9.4,47,96,0.00
2024-03-07T04:00,21.8,10.0,49,98,0.00
2024-03-07T05:00,21.6,9.7,48,98,0.00
2024-03-07T06:00,21.5,10.4,46,97,0.00
2024-03-07T07:00,23.1,10.8,30,91,0.00
2024-03-07T08:00,25.4,15.0,35,78,0.00
2024-03-07T09:00,27.4,17.2,37,65,0.00
2024-03-07T10:00,29.1,17.4,40,59,0.00
2024-03-07T11:00,30.4,16.6,49,55,0.00
2024-03-07T12:00,30.8,17.4,56,54,0.00
2024-03-07T13:00,31.0,19.2,60,54,0.00
2024-03-07T14:00,30.5,21.3,64,57,0.00
2024-03-07T15:00,30.3,19.8,61,58,0.00
2024-03-07T16:00,30.3,16.5,58,56,0.00
2024-03-07T17:00,29.1,14.8,56,61,0.00
2024-03-07T18:00,27.4,11.8,59,68,0.00
2024-03-07T19:00,26.3,11.1,61,72,0.00
2024-03-07T20:00,25.5,10.7,50,76,0.00
2024-03-07T21:00,25.4,12.0,46,74,0.00
2024-03-07T22:00,24.7,11.8,40,77,0.00
2024-03-07T23:00,23.6,11.7,34,81,0.00
2024-03-08T00:00,23.4,13.4,31,83,0.00
2024-03-08T01:00,22.9,12.8,38,84,0.00
2024-03-08T02:00,22.3,10.9,44,84,0.00
2024-03-08T03:00,21.4,10.0,41,86,0.00
2024-03-08T04:00,21.1,10.0,41,89,0.00
2024-03-08T05:00,20.5,10.7,40,94,0.00
2024-03-08T06:00,19.8,11.5,44,98,0.00
2024-03-08T07:00,21.8,12.3,32,89,0.00
2024-03-08T08:00,24.1,14.8,23,76,0.00
2024-03-08T09:00,26.5,15.0,21,66,0.00
2024-03-08T10:00,28.6,15.5,31,58,0.00
2024-03-08T11:00,30.6,16.9,50,51,0.00
2024-03-08T12:00,31.0,17.8,54,52,0.00
2024-03-08T13:00,30.0,16.6,51,58,0.00
2024-03-08T14:00,29.4,13.6,53,61,0.00
2024-03-08T15:00,29.5,14.8,56,62,0.00
2024-03-08T16:00,29.4,15.9,57,63,0.00
2024-03-08T17:00,28.0,15.2,54,69,0.00
2024-03-08T18:00,27.1,14.5,48,73,0.00
2024-03-08T19:00,26.2,15.6,50,77,0.00
2024-03-08T20:00,25.8,13.8,43,79,0.00
2024-03-08T21:00,25.7,13.4,24,80,0.00
2024-03-08T22:00,25.5,12.7,29,81,0.00
2024-03-08T23:00,25.4,13.6,32,80,0.00
2024-03-09T00:00,24.8,13.0,24,83,0.00
2024-03-09T01:00,24.5,14.8,26,84,0.00
2024-03-09T02:00,24.0,13.8,28,86,0.00
2024-03-09T03:00,23.3,13.4,31,89,0.00
2024-03-09T04:00,22.9,11.2,40,90,0.00
2024-03-09T05:00,22.7,10.4,46,90,0.00
2024-03-09T06:00,22.6,9.9,46,90,0.00
2024-03-09T07:00,24.0,11.5,41,82,0.00
2024-03-09T08:00,25.9,13.8,33,74,0.00
2024-03-09T09:00,27.5,19.2,38,65,0.00
2024-03-09T10:00,28.8,20.9,44,58,0.00
2024-03-09T11:00,29.2,19.1,47,56,0.00
2024-03-09T12:00,30.2,17.3,48,55,0.00
2024-03-09T13:00,29.7,19.4,55,58,0.00
2024-03-09T14:00,30.3,20.0,52,57,0.00
2024-03-09T15:00,29.9,19.7,52,58,0.00
2024-03-09T16:00,29.3,21.0,52,60,0.00
2024-03-09T17:00,28.0,20.2,59,65,0.00
2024-03-09T18:00,26.6,18.2,52,69,0.00
2024-03-09T19:00,25.7,18.3,54,72,0.00
2024-03-09T20:00,24.9,16.4,52,75,0.00
2024-03-09T21:00,24.4,16.1,48,77,0.00
2024-03-09T22:00,24.0,14.0,46,80,0.00
2024-03-09T23:00,23.5,11.7,43,82,0.00
2024-03-10T00:00,23.3,12.0,39,84,0.00
2024-03-10T01:00,23.1,12.6,37,85,0.00
2024-03-10T02:00,23.1,12.6,31,85,0.00
2024-03-10T03:00,22.8,11.6,30,87,0.00
2024-03-10T04:00,22.5,10.1,27,88,0.00
2024-03-10T05:00,21.8,9.0,29,91,0.00
2024-03-10T06:00,21.6,9.2,31,92,0.00
2024-03-10T07:00,24.0,12.9,27,79,0.00
2024-03-10T08:00,25.8,18.0,33,71,0.00
2024-03-10T09:00,27.8,20.0,39,63,0.00
2024-03-10T10:00,28.6,21.1,46,60,0.00
2024-03-10T11:00,29.2,22.4,44,58,0.00
2024-03-10T12:00,30.3,23.2,46,54,0.00
2024-03-10T13:00,30.0,22.5,51,55,0.00
2024-03-10T14:00,29.9,21.7,61,56,0.00
2024-03-10T15:00,29.5,23.2,60,57,0.00
2024-03-10T16:00,29.1,22.6,59,58,0.00
2024-03-10T17:00,28.1,20.2,59,61,0.00
2024-03-10T18:00,26.8,15.2,59,65,0.00
2024-03-10T19:00,25.6,13.4,59,69,0.00
2024-03-10T20:00,24.5,11.7,56,74,0.00
2024-03-10T21:00,23.5,9.4,50,77,0.00
2024-03-10T22:00,22.4,8.9,58,83,0.00
2024-03-10T23:00,22.0,9.2,64,85,0.00
2024-03-11T00:00,21.5,9.2,64,87,0.00
2024-03-11T01:00,20.9,8.5,62,89,0.00
2024-03-11T02:00,20.6,8.5,62,89,0.00
2024-03-11T03:00,20.5,8.2,67,90,0.00
2024-03-11T04:00,20.4,7.7,62,91,0.00
2024-03-11T05:00,20.1,8.0,54,93,0.00
2024-03-11T06:00,20.2,9.0,53,94,0.00
2024-03-11T07:00,22.5,9.0,37,85,0.00
2024-03-11T08:00,24.7,12.6,20,73,0.00
2024-03-11T09:00,26.4,15.0,27,67,0.00
2024-03-11T10:00,28.5,17.3,36,56,0.00
2024-03-11T11:00,30.4,20.4,49,48,0.00
2024-03-11T12:00,29.8,19.2,52,52,0.00
2024-03-11T13:00,30.0,17.4,50,52,0.00
2024-03-11T14:00,29.6,16.9,50,55,0.00
2024-03-11T15:00,29.3,17.1,51,57,0.00
2024-03-11T16:00,28.9,17.7,52,59,0.00
2024-03-11T17:00,28.3,12.8,58,61,0.00
2024-03-11T18:00,26.5,10.5,49,67,0.00
2024-03-11T19:00,25.3,11.7,47,71,0.00
2024-03-11T20:00,24.4,9.4,47,76,0.00
2024-03-11T21:00,23.8,8.1,45,82,0.00
2024-03-11T22:00,23.1,7.4,51,85,0.00
2024-03-11T23:00,22.7,8.0,63,86,0.00
2024-03-12T00:00,22.2,8.9,69,86,0.00
2024-03-12T01:00,21.9,9.2,64,85,0.00
2024-03-12T02:00,21.8,9.3,62,86,0.00
2024-03-12T03:00,22.0,9.5,65,83,0.00
2024-03-12T04:00,22.2,8.4,65,81,0.00
2024-03-12T05:00,22.3,7.2,63,80,0.00
2024-03-12T06:00,22.2,7.4,61,81,0.00
2024-03-12T07:00,24.5,7.7,37,76,0.00
2024-03-12T08:00,26.4,10.2,23,71,0.00
2024-03-12T09:00,27.0,9.0,29,70,0.10
2024-03-12T10:00,28.1,13.3,33,65,0.10
2024-03-12T11:00,28.9,18.4,40,65,0.10
2024-03-12T12:00,29.0,15.8,49,67,0.10
2024-03-12T13:00,30.7,17.6,46,61,0.20
2024-03-12T14:00,30.5,18.7,52,59,0.40
2024-03-12T15:00,29.5,12.0,51,67,0.30
2024-03-12T16:00,29.6,14.3,45,65,0.00
2024-03-12T17:00,27.8,14.6,33,72,0.10
2024-03-12T18:00,26.3,11.3,27,80,0.00
2024-03-12T19:00,26.0,11.1,29,82,0.00
2024-03-12T20:00,25.7,10.9,27,83,0.00
2024-03-12T21:00,25.0,9.8,24,87,0.00
2024-03-12T22:00,24.8,9.4,23,91,0.00
2024-03-12T23:00,24.7,12.5,18,90,0.00
2024-03-13T00:00,24.6,11.1,13,89,0.10
2024-03-13T01:00,24.0,10.8,21,92,0.00
2024-03-13T02:00,23.8,10.0,26,93,0.00
2024-03-13T03:00,23.7,9.8,24,94,0.00
2024-03-13T04:00,23.6,9.7,22,94,0.00
2024-03-13T05:00,23.5,10.3,25,94,0.00
2024-03-13T06:00,23.7,11.6,30,92,0.00
2024-03-13T07:00,25.1,16.0,31,82,0.00
2024-03-13T08:00,26.2,16.6,30,78,0.10
2024-03-13T09:00,27.5,21.7,43,72,0.10
2024-03-13T10:00,28.8,25.5,46,64,0.20
2024-03-13T11:00,29.8,25.7,47,59,0.10
2024-03-13T12:00,30.3,25.1,52,57,0.00
2024-03-13T13:00,30.4,25.9,55,56,0.00
2024-03-13T14:00,30.4,26.3,57,56,0.00
2024-03-13T15:00,30.1,26.1,55,57,0.00
2024-03-13T16:00,29.4,24.0,54,59,0.00
2024-03-13T17:00,28.2,20.7,55,63,0.00
2024-03-13T18:00,27.3,18.7,52,66,0.00
2024-03-13T19:00,25.9,15.7,53,73,0.00
2024-03-13T20:00,24.7,12.7,47,80,0.00
2024-03-13T21:00,24.6,13.4,54,79,0.00
2024-03-13T22:00,24.4,13.0,46,78,0.00
2024-03-13T23:00,23.6,12.5,41,81,0.00
2024-03-14T00:00,22.7,11.5,44,84,0.00
2024-03-14T01:00,22.0,10.8,53,87,0.00
2024-03-14T02:00,21.5,9.8,54,86,0.00
2024-03-14T03:00,21.1,9.5,53,88,0.00
2024-03-14T04:00,20.7,10.3,54,90,0.00
2024-03-14T05:00,20.6,10.6,55,91,0.00
2024-03-14T06:00,20.7,11.0,58,91,0.00
2024-03-14T07:00,23.6,13.0,39,82,0.00
2024-03-14T08:00,25.8,19.2,38,73,0.00
2024-03-14T09:00,27.8,24.7,42,63,0.00
2024-03-14T10:00,28.5,22.1,46,62,0.00
2024-03-14T11:00,29.4,21.7,54,59,0.00
2024-03-14T12:00,29.4,20.1,54,60,0.00
2024-03-14T13:00,30.7,21.3,51,55,0.00
2024-03-14T14:00,30.3,20.3,53,56,0.00
2024-03-14T15:00,30.1,20.2,55,56,0.00
2024-03-14T16:00,29.4,19.4,55,58,0.00
2024-03-14T17:00,28.2,16.9,50,62,0.00
2024-03-14T18:00,27.1,13.8,43,66,0.00
2024-03-14T19:00,25.8,12.7,43,74,0.00
2024-03-14T20:00,25.1,11.0,38,79,0.00
2024-03-14T21:00,25.0,11.3,27,80,0.00
2024-03-14T22:00,24.4,11.6,30,85,0.00
2024-03-14T23:00,24.2,11.3,37,86,0.00
2024-03-15T00:00,24.0,10.5,38,87,0.00
2024-03-15T01:00,23.7,10.4,34,89,0.00
2024-03-15T02:00,23.7,10.8,30,89,0.00
2024-03-15T03:00,23.5,9.8,24,89,0.00
2024-03-15T04:00,23.1,9.2,21,90,0.00
2024-03-15T05:00,22.9,8.8,19,91,0.00
2024-03-15T06:00,22.6,9.8,24,92,0.00
2024-03-15T07:00,24.3,12.2,28,84,0.00
2024-03-15T08:00,26.7,15.4,37,71,0.00
2024-03-15T09:00,28.2,14.8,45,64,0.00
2024-03-15T10:00,29.2,16.3,49,61,0.00
2024-03-15T11:00,29.9,17.4,50,58,0.00
2024-03-15T12:00,30.0,19.2,56,58,0.00
2024-03-15T13:00,30.6,21.0,55,56,0.00
2024-03-15T14:00,29.9,22.4,60,58,0.00
2024-03-15T15:00,29.4,20.1,61,60,0.00
2024-03-15T16:00,28.5,19.5,60,62,0.00
2024-03-15T17:00,27.6,18.2,51,65,0.00
2024-03-15T18:00,26.6,15.6,40,68,0.00
2024-03-15T19:00,25.6,13.0,34,72,0.00
2024-03-15T20:00,24.7,11.9,29,77,0.00
2024-03-15T21:00,24.6,11.1,29,79,0.00
2024-03-15T22:00,23.8,10.1,35,83,0.00
2024-03-15T23:00,22.9,9.4,47,88,0.00
2024-03-16T00:00,22.4,9.7,48,91,0.00
2024-03-16T01:00,21.9,9.4,50,93,0.00
2024-03-16T02:00,21.4,9.3,54,95,0.00
2024-03-16T03:00,21.0,9.5,61,96,0.00
2024-03-16T04:00,20.8,9.5,65,97,0.00
2024-03-16T05:00,20.6,9.5,61,97,0.00
2024-03-16T06:00,20.8,10.5,59,97,0.00
2024-03-16T07:00,23.2,10.4,46,87,0.00
2024-03-16T08:00,25.5,12.8,32,77,0.00
2024-03-16T09:00,27.4,15.8,30,67,0.00
2024-03-16T10:00,29.6,19.7,40,56,0.00
2024-03-16T11:00,30.7,20.6,43,51,0.00
2024-03-16T12:00,31.4,20.7,50,49,0.00
2024-03-16T13:00,31.6,19.9,55,49,0.00
2024-03-16T14:00,31.0,20.7,59,52,0.00
2024-03-16T15:00,30.7,22.2,54,53,0.00
2024-03-16T16:00,29.4,22.9,53,58,0.00
2024-03-16T17:00,28.1,20.8,53,64,0.00
2024-03-16T18:00,26.7,17.8,48,70,0.00
2024-03-16T19:00,25.7,15.3,47,76,0.00
2024-03-16T20:00,25.0,15.0,46,80,0.00
2024-03-16T21:00,24.9,13.8,43,79,0.00
2024-03-16T22:00,24.4,13.7,45,82,0.00
2024-03-16T23:00,24.1,13.2,45,84,0.00
2024-03-17T00:00,24.0,13.0,46,84,0.00
2024-03-17T01:00,23.6,12.0,46,85,0.00
