operation_mode,start_datetime,session_id,flight_duration_min,operation_mode_enc,month,season,hour,starting_battery,sprayed_area,total_amount_l,hour_sin,hour_cos,month_sin,month_cos,flight_index_within_day,rolling_duration_3,temperature_2m,wind_speed_10m,precipitation
AUTO,2024-11-08 16:15:46,AUTO_513,1.8166666666666667,0,11,Wet,16,35.0,0.17333333333333334,2.78,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,24,2.022222222222222,27.9,4.5,0.0
AUTO,2024-11-08 16:29:40,AUTO_513,2.8,0,11,Wet,16,100.0,0.2673333333333333,4.37,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,26,1.761111111111111,27.9,4.5,0.0
AUTO,2024-11-08 16:32:28,AUTO_513,2.4333333333333336,0,11,Wet,16,66.0,0.586,8.5,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,27,2.088888888888889,27.9,4.5,0.0
AUTO,2024-11-08 16:41:02,AUTO_513,2.033333333333333,0,11,Wet,16,88.0,0.33533333333333337,5.23,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,29,2.35,27.9,4.5,0.0
AUTO,2024-11-08 16:43:05,AUTO_513,1.15,0,11,Wet,16,69.0,0.224,4.76,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,30,2.422222222222222,27.9,4.5,0.0
AUTO,2024-11-08 16:44:47,AUTO_513,1.8,0,11,Wet,16,55.0,0.31133333333333335,5.76,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,31,1.8722222222222225,27.9,4.5,0.0
AUTO,2024-11-08 16:52:05,AUTO_513,2.0833333333333335,0,11,Wet,16,88.0,0.3953333333333333,7.02,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,33,1.6611111111111112,27.9,4.5,0.0
AUTO,2024-11-08 16:54:33,AUTO_513,2.466666666666667,0,11,Wet,16,66.0,0.46199999999999997,8.08,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,34,1.6777777777777778,27.9,4.5,0.0
AUTO,2024-11-08 17:11:22,AUTO_513,4.816666666666666,0,11,Wet,17,99.0,1.168,17.29,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,36,2.1166666666666667,26.2,4.2,0.0
AUTO,2024-11-08 17:19:43,AUTO_513,2.033333333333333,0,11,Wet,17,42.0,0.34199999999999997,5.83,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,38,3.1222222222222222,26.2,4.2,0.0
AUTO,2024-11-09 05:39:16,AUTO_514,6.433333333333334,0,11,Wet,5,99.0,1.186,17.24,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0,2.5694444444444446,20.9,2.6,0.0
AUTO,2024-11-09 05:48:08,AUTO_514,5.45,0,11,Wet,5,100.0,1.2453333333333334,19.29,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1,6.433333333333334,20.9,2.6,0.0
AUTO,2024-11-09 05:57:30,AUTO_514,6.716666666666667,0,11,Wet,5,100.0,1.4973333333333334,23.24,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,3,5.941666666666666,20.9,2.6,0.0
AUTO,2024-11-09 06:07:12,AUTO_514,2.7666666666666666,0,11,Wet,6,100.0,0.33866666666666667,4.98,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,4,6.2,21.6,3.0,0.0
AUTO,2024-11-09 06:09:59,AUTO_514,2.55,0,11,Wet,6,72.0,0.47933333333333333,7.92,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,5,4.977777777777778,21.6,3.0,0.0
AUTO,2024-11-09 06:12:33,AUTO_514,2.25,0,11,Wet,6,51.0,0.3546666666666667,4.87,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,6,4.011111111111112,21.6,3.0,0.0
AUTO,2024-11-09 06:16:45,AUTO_514,3.3166666666666664,0,11,Wet,6,100.0,0.456,6.48,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,7,2.522222222222222,21.6,3.0,0.0
AUTO,2024-11-09 06:44:23,AUTO_514,2.6333333333333333,0,11,Wet,6,99.0,0.492,7.91,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,10,2.7055555555555557,21.6,3.0,0.0
AUTO,2024-11-09 06:47:01,AUTO_514,1.8833333333333333,0,11,Wet,6,70.0,0.414,6.34,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,11,2.733333333333333,21.6,3.0,0.0
AUTO,2024-11-09 06:48:55,AUTO_514,2.8,0,11,Wet,6,53.0,0.36533333333333334,5.27,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,12,2.611111111111111,21.6,3.0,0.0
AUTO,2024-11-09 06:54:16,AUTO_514,2.5666666666666664,0,11,Wet,6,100.0,0.422,6.5,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,13,2.4388888888888887,21.6,3.0,0.0
AUTO,2024-11-09 06:56:50,AUTO_514,1.3833333333333333,0,11,Wet,6,72.0,0.356,6.43,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,14,2.4166666666666665,21.6,3.0,0.0
AUTO,2024-11-09 06:58:31,AUTO_514,1.0166666666666666,0,11,Wet,6,57.0,0.356,7.67,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,15,2.25,21.6,3.0,0.0
AUTO,2024-11-09 07:12:06,AUTO_514,2.533333333333333,0,11,Wet,7,100.0,0.3253333333333333,4.96,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,17,1.6555555555555557,22.4,1.5,0.0
AUTO,2024-11-09 07:14:38,AUTO_514,1.9666666666666668,0,11,Wet,7,71.0,0.32266666666666666,5.01,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,18,1.6444444444444446,22.4,1.5,0.0
AUTO,2024-11-09 07:16:37,AUTO_514,1.6333333333333333,0,11,Wet,7,54.0,0.4746666666666667,6.83,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,19,1.8388888888888888,22.4,1.5,0.0
AUTO,2024-11-09 07:22:58,AUTO_514,2.466666666666667,0,11,Wet,7,100.0,0.306,4.61,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,21,2.0444444444444443,22.4,1.5,0.0
AUTO,2024-11-09 07:25:26,AUTO_514,1.6166666666666667,0,11,Wet,7,75.0,0.264,3.99,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,22,2.022222222222222,22.4,1.5,0.0
AUTO,2024-11-09 07:27:04,AUTO_514,1.3666666666666667,0,11,Wet,7,61.0,0.28733333333333333,4.85,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,23,1.9055555555555557,22.4,1.5,0.0
AUTO,2024-11-11 06:50:16,AUTO_515,7.35,0,11,Wet,6,99.0,1.2026666666666666,19.1,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,2.5694444444444446,20.9,3.9,0.0
AUTO,2024-11-11 07:00:02,AUTO_515,7.0,0,11,Wet,7,100.0,1.286,20.05,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1,7.35,23.2,2.0,0.0
AUTO,2024-11-11 07:09:51,AUTO_515,8.666666666666666,0,11,Wet,7,100.0,1.45,21.53,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,2,7.175,23.2,2.0,0.0
AUTO,2024-11-11 07:21:03,AUTO_515,7.8,0,11,Wet,7,99.0,1.3026666666666666,20.04,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,3,7.672222222222222,23.2,2.0,0.0
AUTO,2024-11-11 07:31:00,AUTO_515,6.95,0,11,Wet,7,93.0,0.94,13.94,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,4,7.822222222222222,23.2,2.0,0.0
